Region,Month,Fertilizer_Usage_kg,Crop_Type,Crop_Area_ha,Livestock_Cows,Livestock_Pigs,Household_Energy_kWh,Renewable_Energy_Fraction,Temperature_C,Rainfall_mm,Carbon_Emission_tCO2,Year
R0146,8,89.8,Maize,14.0,19,51,139.7,0.91,30.7,164.4,-2.73,2019
R0116,9,165.1,Barley,24.1,37,61,380.7,0.87,32.9,290.4,-0.27,2024
R0113,1,80.9,Barley,39.0,74,118,247.2,0.3,28.2,80.6,27.99,2019
R0251,4,98.3,Rice,32.2,57,108,368.5,0.75,33.2,159.9,0.18,2019
R0251,4,119.8,Barley,36.0,15,7,432.7,0.85,14.1,194.9,1.52,2024
R0118,2,191.5,Barley,17.7,50,94,441.0,0.68,30.8,58.6,6.07,2021
R0161,6,189.8,Maize,26.7,26,124,168.9,0.25,19.7,32.2,12.6,2018
R0198,3,81.0,Rice,7.0,50,172,294.5,0.95,9.9,23.8,13.14,2020
R0260,7,103.7,Maize,41.8,74,52,393.6,0.45,25.1,110.9,15.56,2022
R0148,11,72.4,Rice,49.5,15,62,409.6,0.13,25.5,40.7,7.62,2020
R0240,11,126.5,Maize,23.3,86,94,413.9,0.11,13.6,245.1,12.98,2020
R0047,5,119.1,Maize,5.5,59,80,191.3,0.65,5.8,299.2,13.85,2023
R0198,4,185.1,Wheat,12.6,75,56,177.0,0.44,11.0,37.2,16.83,2018
R0047,5,189.5,Barley,34.4,39,181,336.0,0.09,17.0,141.2,19.49,2023
R0078,8,107.5,Rice,32.5,66,146,396.4,0.74,10.0,27.2,15.05,2018
R0124,3,123.8,Barley,40.5,1,66,227.7,0.8,10.8,57.5,2.48,2024
R0075,7,184.4,Wheat,16.4,47,45,141.9,0.73,16.7,110.4,5.63,2024
R0137,6,171.0,Rice,39.4,51,93,386.7,0.2,33.9,130.2,16.71,2018
R0090,12,50.5,Wheat,36.0,23,137,219.9,0.69,27.9,283.1,12.2,2019
R0061,1,98.0,Barley,19.5,92,112,166.5,0.01,14.6,130.8,20.9,2021
R0138,7,113.3,Maize,29.5,97,92,159.1,0.31,33.5,159.0,20.7,2019
R0050,7,84.5,Wheat,11.6,83,145,226.0,0.4,24.4,88.8,13.57,2021
R0259,12,79.9,Wheat,25.4,81,139,337.1,0.84,18.7,20.0,20.7,2023
R0107,1,55.7,Maize,44.7,77,48,243.4,0.39,19.0,271.8,11.32,2021
R0113,9,146.5,Barley,24.0,81,22,108.3,0.01,17.3,42.9,13.79,2023
R0254,6,89.4,Wheat,42.8,1,61,138.8,0.35,12.0,290.0,0.42,2024
R0118,12,57.9,Barley,31.6,64,10,216.2,0.5,16.6,56.6,7.59,2020
R0198,2,84.6,Maize,13.6,19,72,363.9,0.95,20.8,189.4,3.8,2024
R0051,5,170.3,Rice,31.1,33,117,139.4,0.94,20.8,299.8,15.39,2024
R0245,11,177.7,Wheat,27.8,40,183,324.3,0.18,27.9,58.8,27.4,2020
R0035,4,122.5,Barley,22.9,40,87,148.0,0.19,15.8,138.7,15.18,2021
R0069,7,112.4,Maize,10.4,74,88,184.6,0.16,26.5,238.5,16.91,2021
R0049,8,196.7,Maize,23.8,90,54,168.9,0.79,22.3,29.0,12.28,2023
R0074,11,80.1,Wheat,8.3,22,152,126.9,0.01,33.9,213.1,9.74,2019
R0192,11,82.3,Rice,9.4,37,8,368.5,0.13,16.6,42.5,13.32,2023
R0261,1,93.8,Wheat,23.7,43,11,285.4,0.54,32.0,86.2,10.9,2019
R0070,5,75.9,Barley,18.7,66,138,432.4,0.25,29.6,64.8,11.65,2024
R0090,3,106.9,Maize,46.6,61,112,139.6,0.09,24.1,274.1,20.8,2020
R0260,1,186.6,Rice,21.9,11,165,157.9,0.36,24.6,70.5,17.3,2024
R0126,12,142.3,Barley,39.1,29,155,222.6,0.27,7.5,31.3,10.3,2018
R0231,3,111.8,Wheat,28.9,94,7,406.3,0.51,33.5,184.5,13.98,2021
R0295,6,190.2,Maize,36.7,86,174,222.3,0.98,8.2,116.9,13.38,2019
R0129,7,57.3,Wheat,16.7,64,35,263.4,0.12,21.9,133.6,-0.33,2023
R0280,8,81.5,Rice,47.4,40,124,220.6,0.37,14.9,53.3,13.16,2020
R0100,11,134.9,Rice,28.9,19,49,132.1,0.93,17.9,229.5,7.42,2019
R0297,4,142.3,Rice,42.4,5,106,475.8,0.88,23.3,188.4,2.39,2023
R0182,3,55.9,Rice,21.4,74,8,319.4,0.39,32.3,122.0,23.78,2021
R0174,5,110.5,Rice,9.5,98,187,415.1,0.7,18.7,68.0,19.16,2024
R0188,9,147.4,Wheat,35.3,3,199,363.3,0.09,34.6,186.2,18.35,2021
R0057,6,154.7,Rice,5.3,92,66,305.7,0.71,22.8,238.0,14.55,2022
R0031,9,145.7,Rice,26.4,9,52,135.9,0.97,9.8,107.5,2.93,2018
R0084,6,98.1,Maize,13.7,50,81,357.1,0.54,10.7,27.2,14.13,2022
R0152,2,64.0,Rice,33.2,92,109,162.1,0.5,26.5,80.0,18.58,2020
R0036,5,114.1,Maize,49.1,37,144,265.8,0.19,6.5,211.1,18.36,2019
R0213,12,69.3,Maize,25.9,0,52,351.6,0.63,19.4,296.9,-0.97,2020
R0106,11,192.1,Maize,41.8,7,155,412.9,0.59,9.4,23.7,3.38,2024
R0220,9,121.3,Wheat,27.9,80,113,374.0,0.65,18.0,105.7,11.41,2023
R0163,8,97.6,Wheat,27.3,82,62,368.6,0.03,27.5,37.4,19.38,2021
R0220,7,164.9,Barley,46.9,62,142,159.6,0.55,18.8,108.6,15.68,2022
R0270,1,124.7,Barley,45.0,32,18,238.5,0.59,9.9,133.7,8.47,2022
R0120,4,96.5,Maize,40.4,14,123,117.2,0.21,12.6,277.8,10.77,2024
R0182,12,171.8,Wheat,18.3,30,85,387.8,0.21,16.0,42.6,15.19,2022
R0106,7,180.1,Rice,29.5,20,69,481.0,0.28,7.1,237.6,6.41,2024
R0217,11,151.0,Barley,15.1,2,46,205.6,0.71,22.5,130.7,4.92,2020
R0205,7,57.0,Wheat,25.0,65,198,135.1,0.61,23.2,247.2,14.46,2021
R0070,6,134.9,Rice,26.8,34,107,290.2,0.85,6.9,163.8,0.6,2019
R0044,8,164.5,Rice,42.4,40,175,442.7,0.3,17.1,31.0,17.78,2023
R0228,11,70.5,Wheat,45.3,58,19,320.8,0.91,17.4,284.9,12.56,2019
R0184,6,84.3,Barley,23.7,15,36,118.7,0.74,15.0,43.2,-2.57,2020
R0107,10,182.4,Wheat,5.8,55,129,489.7,0.4,21.7,187.4,15.51,2023
R0084,3,53.0,Barley,43.8,44,191,431.5,0.1,15.4,265.7,24.21,2022
R0250,4,162.9,Maize,12.8,58,35,152.6,0.26,17.5,42.3,23.28,2018
R0021,3,121.1,Wheat,33.0,49,132,468.7,0.96,28.9,175.1,4.3,2020
R0196,1,117.0,Wheat,6.1,84,63,280.3,0.31,9.9,250.8,11.23,2020
R0178,10,51.1,Barley,23.0,11,6,248.8,0.33,23.6,296.2,-2.24,2021
R0007,5,172.9,Barley,49.4,91,197,284.4,0.19,20.2,222.8,31.8,2019
R0070,1,104.0,Wheat,9.5,11,119,433.8,0.81,14.2,97.9,-0.94,2020
R0127,1,131.1,Rice,24.1,32,21,363.8,0.28,26.8,215.9,6.81,2020
R0160,2,151.6,Rice,18.8,83,45,123.7,0.33,21.5,217.6,5.29,2022
R0248,4,155.4,Rice,45.7,48,167,483.0,0.41,19.3,216.0,21.85,2022
R0203,6,193.4,Maize,44.1,20,188,159.1,0.43,25.0,259.2,22.8,2023
R0148,8,129.7,Maize,15.7,59,109,398.2,0.41,29.1,44.5,18.04,2024
R0143,3,110.0,Barley,8.7,51,45,354.5,0.5,34.2,50.4,0.19,2024
R0199,1,193.1,Maize,33.2,53,27,175.0,0.81,23.9,199.4,12.71,2018
R0154,3,146.3,Rice,20.1,38,86,168.3,0.82,31.2,287.1,1.21,2024
R0142,12,94.7,Wheat,35.2,48,34,448.1,0.8,5.0,150.4,4.17,2021
R0165,3,69.0,Maize,6.4,63,128,267.9,0.1,20.9,289.0,17.3,2018
R0021,5,176.4,Maize,11.0,99,156,361.8,0.8,11.4,282.7,18.26,2023
R0082,11,104.3,Rice,35.9,85,8,301.6,0.12,7.8,272.8,17.38,2022
R0069,12,149.1,Maize,14.6,25,8,390.9,0.12,21.0,274.8,9.07,2024
R0131,12,120.6,Barley,43.6,70,21,291.7,0.95,27.4,271.5,-2.57,2019
R0087,4,79.8,Wheat,7.6,6,190,215.0,0.82,17.4,249.6,11.61,2022
R0218,4,140.3,Rice,14.7,71,193,245.4,0.55,25.1,214.6,19.18,2021
R0161,9,59.1,Barley,49.9,61,185,443.6,0.87,19.7,26.8,7.37,2022
R0178,7,112.0,Rice,24.5,89,69,287.2,0.99,18.1,57.0,2.31,2021
R0117,4,132.0,Barley,36.6,87,182,185.4,0.61,13.7,57.6,28.43,2021
R0196,3,115.4,Wheat,13.2,23,140,473.8,0.61,16.5,26.6,14.49,2021
R0086,6,162.3,Wheat,32.4,39,146,418.6,0.75,15.5,52.7,14.36,2023
R0289,3,174.2,Barley,37.7,75,160,122.3,0.23,24.4,277.5,17.87,2021
R0081,6,165.7,Barley,19.2,46,64,499.6,0.17,8.5,205.9,1.94,2021
R0152,11,55.8,Barley,42.3,7,187,378.0,0.76,7.8,107.4,12.27,2019
R0061,11,79.1,Barley,32.2,53,139,164.1,0.34,24.8,242.1,17.24,2018
R0061,12,130.5,Barley,22.5,8,42,194.9,0.14,21.4,156.7,5.89,2020
R0028,9,190.2,Barley,30.1,2,16,377.0,0.31,17.9,59.8,12.2,2018
R0043,6,175.2,Wheat,31.0,53,67,411.9,0.36,9.6,267.7,17.61,2021
R0169,12,176.4,Barley,12.4,20,28,195.6,0.97,17.3,114.8,4.69,2019
R0086,4,95.5,Maize,23.1,94,182,202.8,0.7,28.7,215.7,19.51,2022
R0177,5,114.4,Wheat,20.5,47,134,222.8,0.53,31.7,101.4,13.65,2019
R0017,6,120.6,Rice,23.0,46,43,339.2,0.97,26.1,160.0,7.23,2021
R0098,11,73.6,Wheat,39.2,87,132,168.7,0.9,6.8,248.6,11.58,2019
R0198,3,54.7,Rice,26.7,67,187,141.7,0.51,25.1,63.9,19.86,2024
R0098,8,192.0,Rice,47.3,83,133,371.5,0.91,12.2,293.6,10.13,2019
R0065,4,86.1,Maize,18.2,62,6,411.6,0.4,14.5,39.7,14.99,2021
R0005,8,86.0,Barley,23.7,15,173,300.4,0.23,10.9,169.5,16.65,2023
R0002,10,62.5,Barley,40.4,73,184,245.5,0.23,28.3,276.5,17.09,2024
R0022,10,189.3,Wheat,29.6,89,53,272.8,0.66,24.5,284.8,14.55,2019
R0112,3,137.0,Barley,29.6,92,45,255.4,0.5,23.4,85.0,10.12,2020
R0057,10,150.1,Maize,7.4,4,137,484.0,0.66,25.0,60.3,13.4,2020
R0066,7,186.7,Wheat,22.9,10,3,407.2,0.69,12.1,222.8,9.79,2019
R0098,11,101.8,Wheat,17.2,28,194,183.2,0.02,18.3,31.8,20.6,2023
R0144,12,143.2,Wheat,50.0,78,152,253.7,0.05,24.0,155.9,30.7,2022
R0125,9,55.8,Barley,18.9,69,90,317.6,0.53,24.1,243.0,12.35,2021
R0167,4,78.0,Barley,44.8,47,60,345.2,0.19,28.8,176.9,16.8,2020
R0086,8,174.7,Barley,35.4,14,165,287.3,0.63,13.6,72.6,18.48,2022
R0076,3,165.0,Wheat,20.3,83,159,424.1,0.55,28.1,156.4,17.78,2019
R0294,7,102.6,Wheat,29.5,33,150,407.0,0.59,18.2,278.0,11.55,2022
R0059,3,106.5,Rice,42.8,59,110,302.1,0.3,25.1,192.8,20.64,2024
R0138,12,130.0,Rice,44.8,61,36,441.8,0.64,18.7,222.0,11.91,2018
R0099,7,50.0,Barley,12.2,1,2,400.4,0.83,33.5,114.2,-7.93,2020
R0192,11,86.2,Wheat,20.3,79,12,411.4,1.0,10.4,72.8,-7.92,2019
R0243,10,81.2,Barley,20.1,18,161,482.6,0.84,25.3,91.6,4.27,2021
R0049,10,87.6,Barley,6.9,97,87,206.6,0.56,22.3,169.3,4.26,2023
R0032,11,170.9,Rice,31.9,48,192,207.1,0.19,10.2,98.5,15.35,2024
R0277,11,92.0,Maize,43.5,77,75,455.6,0.68,7.0,171.8,6.36,2019
R0020,6,78.7,Barley,22.2,87,7,408.9,0.94,29.0,218.2,1.45,2021
R0154,2,125.6,Maize,38.3,27,82,470.6,0.21,9.7,225.6,17.07,2023
R0068,11,179.8,Maize,33.2,47,8,125.3,0.26,10.6,66.1,15.82,2023
R0214,3,86.2,Wheat,21.9,95,155,351.1,0.15,34.4,230.1,24.54,2019
R0143,6,61.8,Wheat,11.3,36,77,157.9,0.74,26.5,208.4,10.49,2024
R0232,4,103.5,Barley,36.9,73,123,301.6,0.41,12.5,23.4,19.95,2022
R0213,6,162.1,Rice,43.5,48,145,162.3,0.06,22.7,36.5,6.31,2022
R0079,1,132.6,Rice,35.9,47,41,151.2,0.87,21.0,200.9,8.81,2023
R0214,10,172.5,Barley,5.8,72,40,104.9,0.56,30.3,127.4,3.24,2022
R0116,12,193.9,Barley,14.7,87,197,352.1,0.33,26.9,60.9,25.74,2018
R0092,1,168.9,Rice,8.1,99,160,243.6,0.34,30.0,32.4,11.17,2023
R0270,3,140.6,Maize,30.7,28,88,142.1,0.29,11.3,64.6,10.83,2023
R0168,8,124.0,Barley,39.0,59,76,229.1,0.46,24.2,288.1,16.0,2021
R0058,8,56.0,Maize,10.0,28,53,167.6,0.34,6.2,223.7,1.45,2022
R0284,11,197.6,Barley,42.7,57,163,476.7,0.55,7.1,167.8,21.65,2024
R0026,4,107.5,Barley,30.0,47,96,228.0,0.77,26.4,283.6,12.7,2023
R0066,6,72.8,Maize,36.0,22,97,233.6,0.67,5.7,193.4,9.85,2024
R0248,8,150.0,Maize,48.7,26,55,435.9,0.29,22.4,223.2,14.84,2018
R0254,7,92.6,Rice,8.8,94,99,359.1,0.53,30.2,99.1,12.73,2021
R0044,11,137.9,Barley,45.6,6,144,384.1,0.84,16.4,184.9,7.76,2019
R0097,7,138.0,Wheat,10.7,48,9,354.4,0.07,6.3,60.2,11.4,2024
R0042,4,116.9,Wheat,22.7,53,43,478.5,0.08,26.4,133.3,14.5,2023
R0227,9,175.4,Barley,43.3,67,129,182.8,0.56,32.9,29.3,14.22,2018
R0262,12,89.7,Barley,45.8,77,141,495.6,0.64,26.5,80.7,8.06,2020
R0167,10,117.3,Barley,27.8,41,168,432.4,0.21,22.4,41.0,16.15,2018
R0279,6,130.7,Maize,31.7,73,129,335.6,0.75,11.9,128.6,11.79,2018
R0089,12,149.5,Wheat,36.9,58,18,364.9,0.65,5.5,256.0,4.38,2021
R0178,11,167.6,Wheat,42.5,43,79,359.5,0.92,25.8,125.8,11.66,2019
R0197,3,109.2,Wheat,10.5,97,88,123.4,0.17,11.9,252.9,11.55,2020
R0267,5,146.9,Barley,41.5,25,0,187.2,0.75,30.7,203.8,4.32,2022
R0268,5,72.6,Maize,26.7,22,129,484.6,0.08,19.0,162.7,20.95,2022
R0074,5,189.9,Barley,25.3,72,26,313.7,0.57,20.9,86.3,15.88,2024
R0008,8,107.5,Rice,24.1,7,1,251.3,0.55,27.6,278.2,8.55,2018
R0297,9,159.4,Rice,27.9,52,178,404.8,0.39,28.4,35.2,15.04,2021
R0164,9,53.1,Wheat,47.5,13,137,309.8,0.84,24.3,212.9,10.8,2021
R0085,6,80.8,Barley,29.7,70,18,105.3,0.0,33.2,193.9,6.74,2022
R0072,6,123.1,Rice,47.9,6,140,394.5,0.52,34.5,143.5,8.87,2024
R0055,9,181.7,Rice,13.1,8,175,392.9,0.22,33.4,87.3,14.27,2024
R0047,4,129.1,Barley,37.6,2,113,166.1,0.74,29.7,140.6,5.41,2024
R0238,6,189.5,Maize,41.6,77,55,482.7,0.04,26.2,264.4,18.76,2020
R0104,4,122.6,Barley,35.6,16,199,189.6,0.83,24.9,254.3,10.49,2019
R0210,11,123.6,Barley,32.3,43,183,283.1,0.84,8.1,283.6,8.32,2020
R0042,1,68.0,Maize,30.4,85,177,145.9,0.83,13.1,106.2,22.34,2023
R0268,7,170.4,Wheat,43.7,45,94,341.3,0.15,5.2,128.4,15.76,2023
R0263,10,87.0,Wheat,42.0,89,172,250.2,0.63,9.1,25.2,20.12,2019
R0259,11,184.9,Wheat,10.5,57,186,241.3,0.01,18.2,284.0,22.38,2022
R0283,12,186.6,Maize,43.2,27,166,430.8,0.85,9.4,112.2,10.49,2019
R0114,6,191.5,Rice,23.6,13,148,103.8,0.72,32.0,133.2,12.97,2021
R0040,9,128.0,Maize,16.4,8,182,419.2,0.53,29.2,274.2,9.28,2023
R0220,7,151.6,Barley,44.1,25,56,328.6,0.73,7.1,167.4,13.72,2018
R0129,7,166.8,Maize,24.4,1,101,494.4,0.09,12.5,178.5,17.12,2018
R0008,2,69.7,Rice,41.4,74,168,335.8,0.53,29.6,69.3,17.37,2022
R0101,12,140.1,Rice,16.9,80,69,122.2,0.29,29.1,159.6,13.02,2021
R0176,11,55.1,Barley,5.2,33,81,120.3,0.97,33.4,277.1,5.82,2020
R0107,9,124.6,Wheat,27.3,18,48,453.3,0.86,34.9,176.4,2.98,2021
R0101,10,73.2,Rice,9.5,38,171,436.5,0.73,34.3,91.4,16.59,2018
R0260,9,77.4,Rice,38.9,81,162,238.4,0.93,17.3,28.7,8.56,2018
R0246,6,104.8,Rice,17.4,12,90,347.2,0.35,12.5,114.2,11.79,2023
R0275,3,114.9,Barley,25.0,4,4,295.8,0.9,27.8,180.3,4.75,2021
R0032,1,143.5,Rice,8.9,49,198,486.9,0.33,14.0,31.9,10.73,2021
R0137,4,61.2,Wheat,17.9,22,178,480.0,0.73,29.2,190.7,6.6,2018
R0012,3,125.6,Barley,40.2,87,56,493.5,0.74,21.0,166.6,4.68,2020
R0016,12,77.4,Wheat,11.8,28,185,446.6,0.02,28.8,239.4,20.54,2022
R0129,1,136.1,Rice,34.1,71,91,463.8,0.36,13.3,28.1,13.91,2024
R0063,3,145.6,Rice,46.3,25,35,186.9,0.02,20.2,238.6,10.58,2022
R0109,4,133.5,Wheat,35.6,78,137,432.4,1.0,21.9,165.8,8.4,2021
R0021,8,160.7,Barley,41.5,56,177,383.5,0.12,33.3,123.7,25.79,2022
R0158,9,100.3,Barley,9.9,0,164,485.1,0.54,13.0,290.3,8.84,2018
R0269,3,164.8,Wheat,16.3,27,111,328.5,0.79,33.1,64.8,9.02,2018
R0162,6,114.9,Rice,45.3,61,147,134.1,0.2,29.1,171.6,19.35,2021
R0260,10,122.6,Maize,37.2,46,12,339.0,0.49,26.9,109.9,10.78,2021
R0102,11,147.2,Wheat,33.8,77,121,374.6,0.61,28.6,167.7,13.96,2024
R0223,5,52.8,Wheat,34.9,97,108,188.1,0.16,23.2,174.6,27.38,2024
R0059,6,148.1,Wheat,23.6,58,146,257.6,0.78,12.3,45.0,7.62,2023
R0247,4,142.8,Rice,7.0,30,91,339.4,0.3,10.7,205.1,2.47,2021
R0128,10,96.5,Barley,40.3,69,101,249.6,0.21,31.0,197.7,7.78,2020
R0283,6,62.9,Rice,35.5,48,55,250.0,0.56,26.8,235.5,-1.51,2022
R0025,7,63.6,Wheat,26.3,4,44,153.2,0.41,11.4,45.4,8.2,2021
R0131,9,188.5,Rice,45.5,30,59,476.3,0.92,23.5,103.2,6.37,2019
R0196,10,153.4,Rice,20.1,36,195,400.2,0.88,18.4,202.0,16.9,2023
R0281,7,69.1,Wheat,18.2,78,184,100.5,0.48,9.8,58.3,13.57,2019
R0154,6,103.5,Rice,44.3,14,53,406.2,0.36,21.0,209.7,11.74,2018
R0133,1,138.9,Maize,40.9,51,36,395.9,0.33,13.4,36.5,12.05,2024
R0227,2,175.3,Rice,28.2,68,36,103.9,0.27,7.9,113.8,14.55,2022
R0189,1,56.5,Rice,10.9,91,13,247.8,0.54,19.0,257.1,13.02,2021
R0265,9,85.5,Barley,14.7,96,94,342.7,0.8,22.7,236.8,8.17,2019
R0134,10,183.5,Barley,34.5,10,171,281.1,0.31,6.4,200.5,28.08,2022
R0211,10,51.4,Wheat,22.3,42,101,411.2,0.19,17.1,263.7,19.82,2018
R0060,9,80.2,Wheat,42.6,69,41,270.2,0.48,12.7,218.6,8.84,2024
R0213,7,193.9,Barley,47.7,22,0,161.5,0.07,5.9,165.4,4.29,2020
R0216,2,142.0,Maize,41.3,39,22,490.6,0.7,8.8,294.3,4.07,2023
R0226,6,89.3,Rice,22.0,62,191,196.8,0.52,9.2,214.6,18.45,2022
R0131,11,60.0,Maize,40.5,1,27,387.1,0.5,10.5,188.4,8.07,2022
R0076,4,54.2,Maize,20.8,78,131,157.3,0.3,29.1,134.5,10.79,2020
R0286,1,86.7,Barley,12.5,86,168,231.6,0.9,18.2,272.7,16.85,2022
R0277,1,182.2,Wheat,6.5,85,187,276.8,0.09,9.4,102.8,16.19,2018
R0156,12,112.4,Rice,22.4,72,17,176.9,0.87,8.0,22.6,10.75,2018
R0248,5,158.1,Wheat,45.7,46,190,280.0,0.38,13.9,75.1,18.62,2020
R0218,12,187.7,Maize,15.8,29,188,162.9,0.88,28.9,50.7,23.86,2023
R0190,2,111.2,Maize,14.3,15,48,323.6,0.73,15.9,109.3,-4.74,2021
R0163,4,78.7,Wheat,48.6,58,46,365.5,0.1,9.8,251.2,21.52,2019
R0180,1,127.6,Wheat,6.1,46,114,125.0,0.83,17.1,202.4,2.78,2021
R0034,4,186.2,Barley,40.4,29,38,448.5,0.68,21.7,67.3,-0.76,2022
R0041,11,170.7,Wheat,19.5,8,5,174.1,0.03,5.9,240.9,-1.36,2019
R0075,6,59.9,Wheat,6.7,64,52,190.1,0.13,23.8,161.2,12.94,2020
R0279,10,153.9,Barley,46.3,58,24,364.5,0.64,16.9,163.6,3.17,2020
R0176,4,135.8,Wheat,11.3,63,98,287.5,0.66,5.3,121.4,4.92,2023
R0150,1,186.1,Maize,29.8,7,64,299.8,0.75,25.2,262.1,6.38,2019
R0273,7,68.4,Wheat,17.3,51,132,151.3,0.72,26.4,109.1,14.44,2018
R0108,2,130.1,Rice,7.9,17,192,422.3,0.66,23.9,46.4,10.36,2019
R0139,9,181.9,Maize,7.2,90,7,346.8,0.77,15.3,104.8,7.99,2022
R0271,3,111.5,Barley,10.2,81,38,154.2,0.58,20.9,220.3,20.74,2018
R0289,8,122.3,Maize,8.2,95,110,249.6,0.26,16.6,204.1,19.13,2024
R0212,8,60.6,Barley,39.2,57,42,424.2,0.91,26.0,72.6,7.66,2024
R0272,3,91.7,Rice,26.9,48,81,327.3,0.02,22.5,51.3,15.82,2024
R0066,4,98.7,Rice,20.4,31,122,143.5,0.37,7.5,205.0,6.55,2020
R0248,2,191.8,Maize,23.8,47,132,249.1,0.73,24.3,209.4,16.11,2019
R0156,4,92.4,Wheat,46.8,44,3,197.1,0.43,25.6,122.5,4.89,2024
R0047,11,119.1,Maize,46.0,53,107,307.0,0.02,16.1,256.0,17.76,2021
R0201,11,150.7,Maize,37.2,99,92,437.3,0.07,31.3,293.9,24.36,2023
R0148,11,74.3,Rice,44.8,99,128,274.5,0.65,30.3,77.6,7.71,2021
R0124,9,123.0,Barley,19.4,84,93,273.3,0.96,10.3,181.6,3.29,2024
R0001,2,160.8,Maize,22.1,45,55,462.1,0.55,32.1,21.5,13.11,2023
R0247,12,180.0,Wheat,32.6,95,172,330.5,0.51,18.2,219.7,18.26,2022
R0128,12,143.9,Rice,33.1,30,192,326.5,0.32,26.7,136.0,14.18,2021
R0191,3,150.4,Maize,26.7,36,2,204.8,0.26,29.4,74.1,9.33,2019
R0067,11,68.9,Maize,23.0,15,21,343.1,0.02,20.2,230.6,6.37,2019
R0004,11,191.9,Wheat,49.4,45,199,330.4,0.27,17.0,247.0,23.47,2021
R0294,4,69.9,Maize,42.0,45,55,258.7,0.45,32.5,51.1,9.59,2024
R0143,5,166.2,Maize,24.6,77,17,496.3,0.2,11.9,31.5,16.08,2019
R0191,1,89.7,Maize,37.7,87,152,452.8,0.09,12.7,113.5,19.78,2022
R0021,7,190.0,Maize,17.1,88,175,399.8,0.72,15.8,195.3,18.54,2018
R0227,10,158.0,Wheat,9.5,60,115,314.9,0.89,30.8,242.2,15.65,2024
R0117,7,163.1,Maize,20.9,45,83,284.8,0.94,33.2,172.9,4.93,2022
R0142,9,82.9,Maize,23.1,50,158,174.0,0.62,11.6,182.6,18.79,2023
R0039,4,116.5,Maize,5.7,61,29,222.3,0.05,30.9,244.0,11.8,2022
R0252,6,142.7,Rice,41.7,34,79,409.6,0.74,12.7,168.1,10.96,2024
R0207,11,165.5,Wheat,21.2,80,65,281.5,0.11,34.1,191.1,18.15,2023
R0210,2,65.6,Rice,31.1,41,9,452.9,0.67,22.9,164.5,2.68,2024
R0115,12,194.4,Rice,8.3,44,198,159.2,0.78,5.2,266.5,18.22,2019
R0225,12,183.5,Wheat,12.9,67,58,303.3,0.73,6.0,85.9,16.37,2018
R0134,4,90.6,Rice,45.0,74,50,358.8,0.95,9.4,93.9,8.5,2024
R0251,2,173.4,Rice,32.4,46,122,306.7,0.74,10.6,55.8,14.44,2024
R0219,10,127.7,Rice,47.8,78,136,455.7,0.69,28.0,249.5,12.83,2019
R0091,5,119.3,Wheat,49.9,29,53,495.8,0.26,11.7,135.3,19.38,2020
R0046,7,97.2,Maize,21.7,23,189,146.3,0.92,34.1,117.4,15.41,2019
R0038,1,137.1,Barley,18.4,65,80,152.0,0.18,24.1,294.8,15.25,2023
R0142,10,159.5,Barley,43.6,42,136,152.1,0.9,25.8,279.5,13.17,2019
R0100,10,111.6,Wheat,49.9,33,8,372.5,0.31,11.5,292.2,13.58,2019
R0190,7,144.4,Barley,33.3,22,100,249.1,0.13,31.8,59.8,10.24,2018
R0035,10,154.9,Wheat,40.8,60,151,393.3,0.83,25.0,269.6,3.91,2019
R0147,6,156.7,Wheat,40.2,94,38,262.2,0.0,30.9,112.0,19.43,2024
R0030,6,57.8,Barley,21.0,36,135,351.0,0.83,33.7,23.5,13.28,2018
R0084,12,179.0,Rice,30.8,12,152,407.9,0.26,8.8,129.6,22.77,2021
R0281,8,118.7,Maize,42.5,96,109,319.3,0.88,7.9,162.6,13.78,2020
R0270,8,89.4,Barley,36.0,70,65,315.8,0.69,29.1,50.3,10.68,2018
R0154,6,86.3,Barley,6.0,95,9,135.3,0.67,31.0,170.5,13.21,2023
R0102,3,122.5,Barley,20.2,6,116,264.3,0.37,22.5,249.4,8.25,2021
R0215,5,183.0,Barley,11.5,41,151,318.3,0.06,16.0,125.7,21.08,2018
R0150,2,106.8,Wheat,15.5,37,82,284.8,0.83,24.6,118.7,6.04,2018
R0083,5,162.5,Wheat,45.7,51,186,460.3,0.17,14.2,114.9,27.25,2020
R0110,9,64.5,Maize,6.7,43,158,462.6,0.37,12.2,278.5,16.93,2024
R0275,10,121.4,Maize,14.9,63,138,428.8,0.6,19.6,33.7,16.99,2023
R0201,1,198.8,Barley,18.9,12,133,250.1,0.48,11.5,144.6,10.64,2022
R0284,10,165.6,Barley,32.8,87,69,386.9,0.2,19.5,94.1,28.28,2022
R0173,5,81.6,Barley,29.0,27,159,258.1,0.14,33.7,270.3,17.65,2018
R0206,12,125.2,Maize,14.8,95,38,193.0,0.12,30.2,46.9,17.12,2019
R0063,6,85.0,Barley,12.4,81,175,237.2,0.86,33.2,135.2,11.62,2023
R0073,11,111.4,Rice,15.7,97,12,128.4,0.03,29.2,133.9,14.0,2021
R0251,7,167.0,Maize,27.6,97,58,232.7,0.98,15.6,268.8,13.38,2019
R0124,9,165.7,Rice,17.2,0,66,284.3,0.2,29.4,80.3,4.67,2019
R0121,6,84.2,Barley,47.6,42,183,482.2,0.11,32.7,200.6,19.18,2023
