Record_number,Study_midyear,Latitude,Longitude,Biome,Ecosystem_type,MAT,MAP,Rs_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Decade,spring_ratio,summer_ratio,autumn_ratio,winter_ratio
8400.0,2012.0,35.14,-90.73,Temperate,Agriculture,8.6,1270.0,972.0,,,,,,2010,,,,
8401.0,2011.0,35.14,-90.73,Temperate,Grassland,8.6,1270.0,952.0,,,,,,2010,,,,
8402.0,2012.0,35.14,-90.73,Temperate,Grassland,8.6,1270.0,919.0,,,,,,2010,,,,
8403.0,2011.0,35.14,-90.73,Temperate,Agriculture,8.6,1270.0,731.0,,,,,,2010,,,,
8404.0,2012.0,35.14,-90.73,Temperate,Agriculture,8.6,1270.0,739.0,,,,,,2010,,,,
8405.0,2013.0,26.73,115.05,Subtropical,Forest,17.9,1505.0,466.0,,,,,,2010,,,,
8406.0,2013.0,26.73,115.05,Subtropical,Forest,17.9,1505.0,517.0,,,,,,2010,,,,
8407.0,2013.0,26.73,115.05,Subtropical,Forest,17.9,1505.0,686.0,,,,,,2010,,,,
8408.0,2013.0,26.73,115.05,Subtropical,Forest,17.9,1505.0,512.0,,,,,,2010,,,,
8409.0,2013.0,26.73,115.05,Subtropical,Forest,17.9,1505.0,434.0,,,,,,2010,,,,
8441.0,2014.0,46.382,11.288,Temperate,Agriculture,12.4,800.0,660.65,,,,,,2010,,,,
8442.0,2009.0,31.616,103.9,Temperate,Forest,8.9,900.0,697.15,,,,,,2000,,,,
8443.0,2009.0,31.616,103.9,Temperate,Forest,8.9,900.0,573.05,,,,,,2000,,,,
8444.0,2009.0,31.616,103.9,Temperate,Forest,8.9,900.0,576.7,,,,,,2000,,,,
8445.0,2009.0,31.616,103.9,Temperate,Forest,8.9,900.0,448.95,,,,,,2000,,,,
8446.0,2010.0,31.616,103.9,Temperate,Forest,8.9,900.0,646.05,,,,,,2010,,,,
8447.0,2010.0,31.616,103.9,Temperate,Forest,8.9,900.0,507.35,,,,,,2010,,,,
8448.0,2010.0,31.616,103.9,Temperate,Forest,8.9,900.0,514.65,,,,,,2010,,,,
8449.0,2010.0,31.616,103.9,Temperate,Forest,8.9,900.0,518.3,,,,,,2010,,,,
8450.0,2011.0,31.616,103.9,Temperate,Forest,8.9,900.0,521.95,,,,,,2010,,,,
8451.0,2011.0,31.616,103.9,Temperate,Forest,8.9,900.0,438.0,,,,,,2010,,,,
8452.0,2011.0,31.616,103.9,Temperate,Forest,8.9,900.0,416.1,,,,,,2010,,,,
8453.0,2011.0,31.616,103.9,Temperate,Forest,8.9,900.0,474.5,,,,,,2010,,,,
8455.0,2011.5,36.95,100.85,Temperate,Grassland,1.34,408.45,1379.7,,,,,,2010,,,,
8456.0,2011.5,36.95,100.85,Temperate,Grassland,1.34,408.45,1353.24,,,,,,2010,,,,
8457.0,2012.5,36.95,100.85,Temperate,Grassland,1.34,408.45,1712.34,,,,,,2010,,,,
8458.0,2012.5,36.95,100.85,Temperate,Grassland,1.34,408.45,1757.7,,,,,,2010,,,,
8459.0,2013.5,36.95,100.85,Temperate,Grassland,1.34,408.45,1561.14,,,,,,2010,,,,
8460.0,2013.5,36.95,100.85,Temperate,Grassland,1.34,408.45,1408.05,,,,,,2010,,,,
8477.0,2011.5,37.55,105.03,Mediterranean,Desert,9.6,186.6,50.0,,,,,,2010,,,,
8478.0,2011.5,37.55,105.03,Mediterranean,Desert,9.6,186.6,82.0,,,,,,2010,,,,
8479.0,2011.5,37.55,105.03,Mediterranean,Desert,9.6,186.6,115.0,,,,,,2010,,,,
8480.0,2011.5,37.55,105.03,Mediterranean,Desert,9.6,186.6,62.5,,,,,,2010,,,,
8481.0,2012.5,37.55,105.03,Mediterranean,Desert,9.6,186.6,63.0,,,,,,2010,,,,
8482.0,2012.5,37.55,105.03,Mediterranean,Desert,9.6,186.6,99.0,,,,,,2010,,,,
8483.0,2012.5,37.55,105.03,Mediterranean,Desert,9.6,186.6,141.0,,,,,,2010,,,,
8484.0,2012.5,37.55,105.03,Mediterranean,Desert,9.6,186.6,75.0,,,,,,2010,,,,
8492.0,2015.0,40.05,-105.51,,Grassland,-2.2,884.0,280.6,,,,0.03,1.135,2010,,,,0.00010691375623663577
8493.0,2015.0,40.05,-105.51,,Grassland,-2.2,884.0,530.7,,,,0.07,2.14,2010,,,,0.00013190126248351235
8494.0,2015.0,40.05,-105.51,,Grassland,-2.2,884.0,459.94,,,,0.08,1.845,2010,,,,0.0001739357307474888
8495.0,2015.0,40.05,-105.51,,Grassland,-2.2,884.0,458.11,,,,0.61,1.5725,2010,,,,0.0013315579227696404
8496.0,2015.0,40.05,-105.51,,Grassland,-2.2,884.0,247.38,,,,,,2010,,,,
8527.0,2013.0,36.675,-109.416,Boreal,Grassland,13.0,269.0,551.15,,,,,,2010,,,,
8528.0,2013.0,36.675,-109.416,Boreal,Grassland,13.0,269.0,401.5,,,,,,2010,,,,
8533.0,2010.5,21.82,100.98,Tropical,Agriculture,25.0,1940.0,1213.2,,,,,,2010,,,,
8534.0,2010.5,21.83,100.85,Tropical,Agriculture,25.0,1940.0,1527.6,,,,,,2010,,,,
8535.0,2010.5,21.83,100.83,Tropical,Forest,25.0,1940.0,1462.8,,,,,,2010,,,,
8536.0,2013.0,39.08,-96.58,Temperate,Agriculture,12.0,834.0,782.0,,,,,,2010,,,,
8537.0,2013.0,39.08,-96.58,Temperate,Agriculture,12.0,834.0,1629.0,,,,,,2010,,,,
8538.0,2013.0,39.08,-96.58,Temperate,Agriculture,12.0,834.0,1831.0,,,,,,2010,,,,
8539.0,2013.0,39.08,-96.58,Temperate,Agriculture,12.0,834.0,1994.0,,,,,,2010,,,,
8540.0,2013.0,39.08,-96.58,Temperate,Agriculture,12.0,834.0,2639.0,,,,,,2010,,,,
8541.0,2013.0,39.08,-96.58,Temperate,Agriculture,12.0,834.0,2959.0,,,,,,2010,,,,
8542.0,2013.0,39.08,-96.58,Temperate,Agriculture,12.0,834.0,2706.0,,,,,,2010,,,,
8543.0,2013.0,39.08,-96.58,Temperate,Agriculture,12.0,834.0,3212.0,,,,,,2010,,,,
8557.0,2012.0,42.67,141.6,Temperate,Forest,6.3,1051.0,685.0,,,,,,2010,,,,
8558.0,2012.0,42.67,141.6,Temperate,Forest,6.3,1051.0,1010.0,,,,,,2010,,,,
8559.0,2013.0,42.67,141.6,Temperate,Forest,6.3,1051.0,595.0,,,,,,2010,,,,
8560.0,2013.0,42.67,141.6,Temperate,Forest,6.3,1051.0,900.0,,,,,,2010,,,,
8561.0,2014.0,42.67,141.6,Temperate,Forest,6.3,1051.0,620.0,,,,,,2010,,,,
8562.0,2014.0,42.67,141.6,Temperate,Forest,6.3,1051.0,910.0,,,,,,2010,,,,
8563.0,2011.5,41.64,111.33,Temperate,Desert,4.6,255.2,401.5,,,,,,2010,,,,
8564.0,2011.5,41.64,111.33,Temperate,Desert,4.6,255.2,427.05,,,,,,2010,,,,
8578.0,2013.0,23.17,112.5,Subtropical,Forest,21.0,1927.0,1204.5,,,,,,2010,,,,
8579.0,2013.0,23.17,112.5,Subtropical,Forest,21.0,1927.0,1208.15,,,,,,2010,,,,
8580.0,2013.0,23.17,112.5,Subtropical,Forest,21.0,1927.0,1022.0,,,,,,2010,,,,
8581.0,2013.0,23.17,112.5,Subtropical,Forest,21.0,1927.0,821.25,,,,,,2010,,,,
8582.0,2013.0,32.57,-84.55,Temperate,Forest,24.6,1180.0,1232.31,,,,,,2010,,,,
8583.0,2012.0,67.1,-50.27,Arctic,Tundra,-6.2,250.0,305.0,,,,,,2010,,,,
8584.0,2012.0,67.1,-50.27,Arctic,Tundra,-6.2,250.0,295.0,,,,,,2010,,,,
8585.0,2012.0,67.1,-50.27,Arctic,Tundra,-6.2,250.0,465.0,,,,,,2010,,,,
8586.0,2012.0,67.1,-50.27,Arctic,Tundra,-6.2,250.0,575.0,,,,,,2010,,,,
8587.0,2011.5,22.17,106.83,Subtropical,Forest,21.0,1400.0,901.55,,,,,,2010,,,,
8588.0,2011.5,22.17,106.83,Subtropical,Forest,21.0,1400.0,708.1,,,,,,2010,,,,
8589.0,2011.5,22.17,106.83,Subtropical,Forest,21.0,1400.0,751.9,,,,,,2010,,,,
8590.0,2012.5,23.17,112.52,Subtropical,Forest,21.0,1927.0,1122.66,,,,,,2010,,,,
8591.0,2012.5,23.17,112.52,Subtropical,Forest,21.0,1927.0,1058.4,,,,,,2010,,,,
8592.0,2012.5,23.17,112.52,Subtropical,Forest,21.0,1927.0,1024.38,,,,,,2010,,,,
8593.0,2012.5,23.17,112.52,Subtropical,Forest,21.0,1927.0,948.78,,,,,,2010,,,,
8594.0,2013.5,23.17,112.52,Subtropical,Forest,21.0,1927.0,1028.16,,,,,,2010,,,,
8595.0,2013.5,23.17,112.52,Subtropical,Forest,21.0,1927.0,956.34,,,,,,2010,,,,
8596.0,2013.5,23.17,112.52,Subtropical,Forest,21.0,1927.0,880.74,,,,,,2010,,,,
8597.0,2013.5,23.17,112.52,Subtropical,Forest,21.0,1927.0,691.74,,,,,,2010,,,,
8602.0,2012.0,36.95,100.85,Alpine,Grassland,0.8,398.0,552.68,,,,,,2010,,,,
8603.0,2012.0,36.95,100.85,Alpine,Grassland,0.8,398.0,432.47,,,,,,2010,,,,
8605.0,2011.0,29.7,113.88,Temperate,Forest,16.9,1429.5,3260.0,,,,,,2010,,,,
8606.0,2011.0,29.7,113.88,Temperate,Forest,16.9,1429.5,3860.0,,,,,,2010,,,,
8607.0,2009.0,35.22,107.67,Temperate,Forest,9.4,580.0,868.0,,,,,,2000,,,,
8608.0,2010.0,35.22,107.67,Temperate,Forest,9.4,580.0,950.0,,,,,,2010,,,,
8609.0,2011.0,35.22,107.67,Temperate,Forest,9.4,580.0,635.0,,,,,,2010,,,,
8610.0,2012.0,35.22,107.67,Temperate,Forest,9.4,580.0,745.0,,,,,,2010,,,,
8611.0,2013.0,35.22,107.67,Temperate,Forest,9.4,580.0,965.0,,,,,,2010,,,,
8612.0,2009.0,35.22,107.67,Temperate,Forest,9.4,580.0,730.0,,,,,,2000,,,,
8613.0,2010.0,35.22,107.67,Temperate,Forest,9.4,580.0,766.0,,,,,,2010,,,,
8614.0,2011.0,35.22,107.67,Temperate,Forest,9.4,580.0,529.0,,,,,,2010,,,,
8615.0,2012.0,35.22,107.67,Temperate,Forest,9.4,580.0,675.0,,,,,,2010,,,,
8616.0,2013.0,35.22,107.67,Temperate,Forest,9.4,580.0,843.0,,,,,,2010,,,,
8622.0,2012.0,44.0,116.5,Temperate,Grassland,0.4,278.7,623.7,,,,,,2010,,,,
8623.0,2012.0,44.0,116.5,Temperate,Grassland,0.4,278.7,778.68,,,,,,2010,,,,
8624.0,2012.0,44.0,116.5,Temperate,Grassland,0.4,278.7,820.26,,,,,,2010,,,,
8631.0,2012.0,48.1,129.11,Temperate,Forest,-0.5,715.0,1098.08,,,,0.59,3.715,2010,,,,0.0005373014716596241
8632.0,2012.0,48.1,129.11,Temperate,Forest,-0.5,715.0,1342.41,,,,0.47,4.63,2010,,,,0.00035011658137230797
8633.0,2012.0,48.1,129.11,Temperate,Forest,-0.5,715.0,1146.24,,,,0.61,3.88,2010,,,,0.0005321747627024009
8634.0,2012.0,48.1,129.11,Temperate,Forest,-0.5,715.0,1037.64,,,,0.63,3.485,2010,,,,0.000607146987394472
8637.0,2013.5,14.5,101.92,Tropical,Forest,25.5,1407.0,715.4,,,,,,2010,,,,
8638.0,2013.5,14.5,101.92,Tropical,Forest,25.5,1407.0,846.8,,,,,,2010,,,,
8639.0,2013.5,14.5,101.92,Tropical,Forest,25.5,1407.0,795.7,,,,,,2010,,,,
8640.0,2013.5,14.5,101.92,Tropical,Forest,25.5,1407.0,821.25,,,,,,2010,,,,
8641.0,2013.5,14.5,101.92,Tropical,Forest,25.5,1407.0,677.44,,,,,,2010,,,,
8648.0,2013.0,-7.95,111.38,Tropical,Forest,27.0,2243.0,456.0,,,,,,2010,,,,
8649.0,2013.0,-7.95,111.38,Tropical,Grassland,27.0,2243.0,328.9,,,,,,2010,,,,
8650.0,2013.0,-7.95,111.38,Tropical,Grassland,27.0,2243.0,174.7,,,,,,2010,,,,
8651.0,2012.0,71.52,47.02,Boreal,Agriculture,2.0,561.0,723.39,,,,,,2010,,,,
8652.0,2012.0,71.52,47.02,Boreal,Forest,2.0,561.0,378.66,,,,,,2010,,,,
8653.0,2012.0,71.52,47.02,Boreal,,2.0,561.0,243.3,,,,,,2010,,,,
8654.0,2014.0,34.51,110.98,Temperate,Agriculture,13.8,640.0,598.39,,,,,,2010,,,,
8655.0,2014.0,34.51,110.98,Temperate,Agriculture,13.8,640.0,703.0,,,,,,2010,,,,
8656.0,2014.0,34.51,110.98,Temperate,Agriculture,13.8,640.0,708.0,,,,,,2010,,,,
8657.0,2014.0,34.51,110.98,Temperate,Agriculture,13.8,640.0,795.0,,,,,,2010,,,,
8658.0,2014.0,34.51,110.98,Temperate,Agriculture,13.8,640.0,656.0,,,,,,2010,,,,
8659.0,2014.0,34.51,110.98,Temperate,Agriculture,13.8,640.0,867.0,,,,,,2010,,,,
8660.0,2014.0,34.51,110.98,Temperate,Agriculture,13.8,640.0,865.0,,,,,,2010,,,,
8661.0,2014.0,34.51,110.98,Temperate,Agriculture,13.8,640.0,1048.0,,,,,,2010,,,,
8662.0,2014.0,34.51,110.98,Temperate,Agriculture,13.8,640.0,903.0,,,,,,2010,,,,
8663.0,2014.0,34.51,110.98,Temperate,Agriculture,13.8,640.0,1089.0,,,,,,2010,,,,
8664.0,2014.0,34.51,110.98,Temperate,Agriculture,13.8,640.0,974.0,,,,,,2010,,,,
8665.0,2014.0,34.51,110.98,Temperate,Agriculture,13.8,640.0,1085.0,,,,,,2010,,,,
8666.0,2014.0,34.51,110.98,Temperate,Agriculture,13.8,640.0,1210.0,,,,,,2010,,,,
8667.0,2014.0,34.51,110.98,Temperate,Agriculture,13.8,640.0,996.0,,,,,,2010,,,,
8668.0,2014.0,34.51,110.98,Temperate,Agriculture,13.8,640.0,1020.0,,,,,,2010,,,,
8673.0,2008.5,36.26,9.81,Mediterranean,Forest,18.8,403.0,496.4,,,,,,2000,,,,
8674.0,2008.5,36.22,9.78,Mediterranean,Forest,18.8,403.0,872.35,,,,,,2000,,,,
8675.0,2007.0,35.45,127.63,Temperate,Plantation,12.8,1322.0,650.0,,,,,,2000,,,,
8676.0,2007.0,35.45,127.63,Temperate,Plantation,12.8,1322.0,723.0,,,,,,2000,,,,
8677.0,2007.0,35.45,127.63,Temperate,Plantation,12.8,1322.0,841.0,,,,,,2000,,,,
8678.0,2008.0,35.45,127.63,Temperate,Plantation,12.8,1322.0,503.0,,,,,,2000,,,,
8679.0,2008.0,35.45,127.63,Temperate,Plantation,12.8,1322.0,602.0,,,,,,2000,,,,
8680.0,2008.0,35.45,127.63,Temperate,Plantation,12.8,1322.0,648.0,,,,,,2000,,,,
8683.0,2010.0,30.27,120.16,Temperate,Wetland,16.0,1273.0,1768.2,,,,,,2010,,,,
8684.0,2010.0,30.27,120.16,Temperate,Wetland,16.0,1273.0,1426.08,,,,,,2010,,,,
8685.0,2010.0,30.27,120.16,Temperate,Wetland,16.0,1273.0,626.04,,,,,,2010,,,,
8686.0,2011.0,29.6,114.25,Temperate,Forest,17.1,1496.2,861.82,,,,,,2010,,,,
8687.0,2011.0,29.6,114.25,Temperate,Forest,17.1,1496.2,924.55,,,,,,2010,,,,
8714.0,2012.5,37.878,114.263,,Plantation,13.0,560.0,623.7,,,,,,2010,,,,
8715.0,2012.5,37.878,114.263,,Forest,13.0,560.0,619.92,,,,,,2010,,,,
8716.0,2012.5,37.878,114.263,,Plantation,13.0,560.0,557.55,,,,,,2010,,,,
8717.0,2012.5,37.878,114.263,,Plantation,13.0,560.0,585.9,,,,,,2010,,,,
8718.0,2012.5,37.878,114.263,,Grassland,13.0,560.0,495.18,,,,,,2010,,,,
8719.0,2012.5,37.878,114.263,,Agriculture,13.0,560.0,910.98,,,,,,2010,,,,
8720.0,2010.0,29.23,-103.17,Mediterranean,Desert,19.4,342.0,249.48,0.6,0.72,,,,2010,0.002405002405002405,0.002886002886002886,,
8721.0,2010.0,29.23,-103.17,Mediterranean,Desert,19.4,342.0,334.53,0.67,1.1,,,,2010,0.0020028099124144326,0.0032881953785908595,,
8722.0,2012.5,32.399,-84.871083,Subtropical,Forest,18.7,1180.0,1255.6,,,,,,2010,,,,
8723.0,2012.5,32.372,-84.777,Subtropical,Forest,18.7,1180.0,1427.15,,,,,,2010,,,,
8724.0,2012.5,32.389,-84.7925,Subtropical,Forest,18.7,1180.0,1251.95,,,,,,2010,,,,
8725.0,2012.5,32.366,-84.7852,Subtropical,Forest,18.7,1180.0,1299.4,,,,,,2010,,,,
8742.0,2009.0,-17.12,145.83,Tropical,Forest,24.9,1940.0,1284.8,,,,,,2000,,,,
8748.0,2016.0,35.74,103.97,Boreal,Grassland,-1.4,530.0,842.0,,,,,,2010,,,,
8749.0,2016.0,35.74,103.97,Boreal,Grassland,-1.4,530.0,917.0,,,,,,2010,,,,
8750.0,2016.0,35.74,103.97,Boreal,Grassland,-1.4,530.0,792.0,,,,,,2010,,,,
8758.0,2013.0,34.35,108.17,Temperate,Agriculture,8.6,900.0,733.65,,,,,,2010,,,,
8759.0,2013.0,34.35,108.17,Temperate,Agriculture,8.6,900.0,919.8,,,,,,2010,,,,
8760.0,2013.0,34.35,108.17,Temperate,Agriculture,8.6,900.0,1018.35,,,,,,2010,,,,
8761.0,2013.0,34.35,108.17,Temperate,Agriculture,8.6,900.0,1120.55,,,,,,2010,,,,
8762.0,2013.0,34.35,108.17,Temperate,Agriculture,8.6,900.0,1204.5,,,,,,2010,,,,
8776.0,2010.0,41.2,41.84,Temperate,Plantation,12.0,700.0,751.9,,,,,,2010,,,,
8777.0,2010.0,41.2,41.84,Temperate,Orchard,12.0,700.0,474.5,,,,,,2010,,,,
8778.0,2010.0,41.2,41.84,Temperate,Orchard,12.0,700.0,459.9,,,,,,2010,,,,
8779.0,2010.0,41.2,41.84,Temperate,Grassland,12.0,700.0,365.0,,,,,,2010,,,,
8782.0,2004.0,43.73,10.29,Mediterranean,Plantation,14.0,920.0,843.0,,,,,,2000,,,,
8783.0,2004.0,41.71,12.38,Mediterranean,Plantation,15.0,740.0,1012.0,,,,,,2000,,,,
8787.0,2014.5,40.43,7.52,Mediterranean,,18.6,523.0,876.0,,,,,,2010,,,,
8825.0,2012.0,-16.5,-56.4,Tropical,Wetland,24.9,1596.0,1293.0,,,,,,2010,,,,
8826.0,2013.0,-16.5,-56.4,Tropical,Wetland,24.9,1596.0,1630.0,,,,,,2010,,,,
8835.0,2010.5,54.316,10.13,Temperate,Grassland,8.9,778.0,215.35,,,,,,2010,,,,
8848.0,2013.5,26.744,115.059,Subtropical,Plantation,17.9,1505.0,468.5724,,,,,,2010,,,,
8849.0,2013.5,26.744,115.059,Subtropical,Plantation,17.9,1505.0,424.5096,,,,,,2010,,,,
8850.0,2013.5,26.744,115.059,Subtropical,Plantation,17.9,1505.0,638.3412,,,,,,2010,,,,
8851.0,2013.5,26.744,115.059,Subtropical,Plantation,17.9,1505.0,383.6004,,,,,,2010,,,,
8852.0,2013.5,26.744,115.059,Subtropical,Plantation,17.9,1505.0,430.8168,,,,,,2010,,,,
8855.0,2006.5,42.433,142.483,Temperate,Grassland,7.9,1365.0,1350.9672,,,,,3.35,2000,,,,
8856.0,2006.5,42.433,142.483,Temperate,Grassland,7.9,1365.0,1280.6244,,,,,2.89,2000,,,,
8857.0,2006.5,42.433,142.483,Temperate,Grassland,7.9,1365.0,1728.348,,,,,4.319,2000,,,,
8858.0,2011.5,42.433,142.483,Temperate,Agriculture,7.9,1365.0,766.6752,,,,,1.81,2010,,,,
8859.0,2011.5,42.433,142.483,Temperate,Agriculture,7.9,1365.0,830.5356,,,,,2.12,2010,,,,
8860.0,2011.5,42.433,142.483,Temperate,Agriculture,7.9,1365.0,1246.8984,,,,,2.83,2010,,,,
8865.0,2010.0,53.7,-113.63,Boreal,Plantation,2.8,450.0,586.0,,,,,,2010,,,,
8866.0,2010.0,53.4,-113.55,Boreal,Plantation,2.8,342.0,674.0,,,,,,2010,,,,
8867.0,2010.0,53.4,-113.55,Boreal,Plantation,2.8,342.0,925.0,,,,,,2010,,,,
8868.0,2010.0,54.2,-114.15,Boreal,Plantation,3.4,491.0,410.0,,,,,,2010,,,,
8869.0,2010.0,54.2,-114.15,Boreal,Plantation,3.4,491.0,612.0,,,,,,2010,,,,
8870.0,2010.0,43.53,-80.22,Boreal,Plantation,7.2,561.0,477.0,,,,,,2010,,,,
8871.0,2010.0,43.53,-80.22,Boreal,Plantation,7.2,561.0,737.0,,,,,,2010,,,,
8892.0,2009.5,28.116,112.3,Subtropical,Agriculture,16.8,1358.3,118.25,,,,,,2000,,,,
8893.0,2009.5,28.116,112.3,Subtropical,Agriculture,16.8,1358.3,118.25,,,,,,2000,,,,
8894.0,2009.5,28.116,112.3,Subtropical,Agriculture,16.8,1358.3,115.25,,,,,,2000,,,,
8895.0,2009.5,28.116,112.3,Subtropical,Agriculture,16.8,1358.3,113.92,,,,,,2000,,,,
8896.0,2011.0,42.4,142.466,Temperate,Grassland,7.9,1365.0,813.95,,,,,,2010,,,,
8898.0,2012.0,42.4,142.466,Temperate,Grassland,7.9,1365.0,584.0,,,,,,2010,,,,
8900.0,2012.0,33.97,75.3,Temperate,Forest,17.0,1289.0,712.53,,,,,,2010,,,,
8901.0,2012.0,34.0,75.28,Temperate,Forest,17.0,1289.0,873.18,,,,,,2010,,,,
8902.0,2012.0,34.0,75.3,Temperate,Forest,17.0,1289.0,1101.87,,,,,,2010,,,,
8903.0,2012.0,34.04,75.32,Temperate,Forest,17.0,1289.0,913.815,,,,,,2010,,,,
8904.0,2013.0,33.97,75.3,Temperate,Forest,17.0,1289.0,693.63,,,,,,2010,,,,
8905.0,2013.0,34.0,75.28,Temperate,Forest,17.0,1289.0,841.05,,,,,,2010,,,,
8906.0,2013.0,34.0,75.3,Temperate,Forest,17.0,1289.0,681.345,,,,,,2010,,,,
8907.0,2013.0,34.04,75.32,Temperate,Forest,17.0,1289.0,733.32,,,,,,2010,,,,
8908.0,2011.0,46.68,19.6,Temperate,Grassland,10.4,575.0,2286.9,,,,,6.05,2010,,,,
8909.0,2011.0,46.68,19.6,Temperate,Grassland,10.4,575.0,2396.52,,,,,6.34,2010,,,,
8910.0,2012.0,46.68,19.6,Temperate,Grassland,10.4,575.0,1922.13,,,,,5.08,2010,,,,
8911.0,2012.0,46.68,19.6,Temperate,Grassland,10.4,575.0,2290.68,,,,,6.06,2010,,,,
8912.0,2013.0,46.68,19.6,Temperate,Grassland,10.4,575.0,1787.94,,,,,4.73,2010,,,,
8913.0,2013.0,46.68,19.6,Temperate,Grassland,10.4,575.0,2150.82,,,,,5.69,2010,,,,
8924.0,2010.5,40.31,-3.45,Mediterranean,Agriculture,19.0,430.0,1179.36,,,,,,2010,,,,
8925.0,2010.5,40.31,-3.45,Mediterranean,Agriculture,19.0,430.0,1761.48,,,,,,2010,,,,
8926.0,2010.5,40.31,-3.45,Mediterranean,Agriculture,19.0,430.0,2196.18,,,,,,2010,,,,
8927.0,2010.5,40.31,-3.45,Mediterranean,Agriculture,19.0,430.0,2029.86,,,,,,2010,,,,
8937.0,2011.5,37.33,-76.92,Temperate,Forest,8.6,900.0,1194.48,,,,,,2010,,,,
8938.0,2011.5,37.33,-76.92,Temperate,Forest,8.6,900.0,1186.92,,,,,,2010,,,,
8939.0,2011.5,37.33,-76.92,Temperate,Forest,8.6,900.0,1345.68,,,,,,2010,,,,
8940.0,2011.5,37.33,-76.92,Temperate,Forest,8.6,900.0,1678.32,,,,,,2010,,,,
8941.0,2011.5,37.33,-76.92,Temperate,Forest,8.6,900.0,2404.08,,,,,,2010,,,,
8942.0,2012.0,40.12,-88.24,Temperate,Wetland,8.6,900.0,1131.95,,,,,,2010,,,,
8943.0,2013.0,40.12,-88.24,Temperate,Wetland,8.6,900.0,732.68,,,,,,2010,,,,
8944.0,2012.0,40.12,-88.24,Temperate,Wetland,8.6,900.0,711.05,,,,,,2010,,,,
8945.0,2013.0,40.12,-88.24,Temperate,Wetland,8.6,900.0,1025.65,,,,,,2010,,,,
8948.0,2009.0,25.26,82.99,Subtropical,Agriculture,18.0,1591.0,125.0,,,,,,2000,,,,
8949.0,2009.0,25.26,82.99,Subtropical,Agriculture,18.0,1591.0,350.0,,,,,,2000,,,,
8960.0,2010.5,31.27,105.48,Subtropical,Agriculture,17.3,826.0,458.8,,,,,,2010,,,,
8961.0,2011.5,31.27,105.48,Subtropical,Agriculture,17.3,826.0,466.8,,,,,,2010,,,,
8977.0,2013.0,26.92,109.98,Subtropical,Agriculture,16.5,1200.0,711.45,,,,,,2010,,,,
8978.0,2013.0,26.92,109.98,Subtropical,Agriculture,16.5,1200.0,673.61,,,,,,2010,,,,
8996.0,2012.0,-51.52,-70.08,Temperate,Grassland,7.1,235.0,945.68,,,,,,2010,,,,
8997.0,2012.0,-51.12,-70.98,Temperate,Grassland,6.5,155.0,825.23,,,,,,2010,,,,
8998.0,2012.0,-51.21,-72.14,Temperate,Grassland,4.9,390.0,1473.27,,,,,,2010,,,,
8999.0,2012.0,-51.54,-69.28,Temperate,Grassland,7.7,240.0,1316.99,,,,,,2010,,,,
9000.0,2012.0,-51.54,-69.28,Temperate,Grassland,7.7,240.0,853.1,,,,,,2010,,,,
9001.0,2012.0,-51.81,-69.68,Temperate,Grassland,6.9,265.0,1500.15,,,,,,2010,,,,
9002.0,2012.0,-51.81,-69.68,Temperate,Grassland,6.9,265.0,1105.95,,,,,,2010,,,,
9003.0,2012.0,-51.22,-72.26,Temperate,Forest,5.1,420.0,1912.27,,,,,,2010,,,,
9004.0,2012.0,-51.22,-72.27,Temperate,Forest,5.1,420.0,1678.33,,,,,,2010,,,,
9005.0,2012.0,-51.22,-72.14,Temperate,Grassland,5.1,420.0,1476.26,,,,,,2010,,,,
9012.0,2008.5,37.89,114.7,Temperate,Agriculture,12.5,480.0,883.3,,,,,0.74,2000,,,,
9013.0,2008.5,37.89,114.7,Temperate,Agriculture,12.5,480.0,1029.3,,,,,1.09,2000,,,,
9059.0,2012.5,36.07,112.1,Temperate,Forest,11.0,600.0,408.8,,,,,,2010,,,,
9060.0,2012.5,36.07,112.1,Temperate,Forest,11.0,600.0,689.85,,,,,,2010,,,,
9061.0,2012.5,36.07,112.1,Temperate,Forest,11.0,600.0,569.4,,,,,,2010,,,,
9062.0,2011.0,37.88,114.7,Temperate,Agriculture,12.4,460.0,445.3,,,,,,2010,,,,
9063.0,2011.0,37.88,114.7,Temperate,Agriculture,12.4,460.0,474.5,,,,,,2010,,,,
9064.0,2011.0,37.88,114.7,Temperate,Agriculture,12.4,460.0,507.35,,,,,,2010,,,,
9065.0,2011.0,37.88,114.7,Temperate,Agriculture,12.4,460.0,569.4,,,,,,2010,,,,
9071.0,2008.0,36.92,139.92,Temperate,Grassland,12.0,1561.0,420.0,,,,,,2000,,,,
9072.0,2008.0,36.92,139.92,Temperate,Grassland,12.0,1561.0,680.0,,,,,,2000,,,,
9073.0,2008.0,36.92,139.92,Temperate,Grassland,12.0,1561.0,560.0,,,,,,2000,,,,
9074.0,2009.0,36.92,139.92,Temperate,Grassland,12.0,1561.0,400.0,,,,,,2000,,,,
9075.0,2009.0,36.92,139.92,Temperate,Grassland,12.0,1561.0,600.0,,,,,,2000,,,,
9076.0,2009.0,36.92,139.92,Temperate,Grassland,12.0,1561.0,470.0,,,,,,2000,,,,
9087.0,2002.0,-15.5,35.25,Tropical,Agriculture,24.0,930.0,408.0,,,,,,2000,,,,
